,owner,score,last_edit_date,last_activity_date,creation_date,post_type,content_license,link
6249,"(8998, 'Nico Ortiz de Zarate')",0,1585015344.0,1585015344,1584920402,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6249
6250,"(5349, 'Scott Rowe')",2,,1585006439,1585006439,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6250
6248,"(5598, 'd-n')",2,,1584820917,1584820917,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6248
6247,"(1293, 'Buffy')",1,1584619538.0,1584619538,1584613410,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6247
6246,"(104, 'Gypsy Spellweaver')",3,,1584607924,1584607924,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6246
6244,"(8562, 'kaya3')",2,,1584572319,1584572319,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6244
6243,"(5614, 'Matthew W.')",2,,1584567468,1584567468,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6243
6236,"(294, 'David White')",7,1584563079.0,1584563079,1583878171,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6236
6232,"(27, 'Ben I.')",15,1592469417.0,1584300957,1583844174,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6232
6240,"(204, 'ctrl-alt-delor')",1,,1584267094,1584267094,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6240
6237,"(294, 'David White')",7,1583941139.0,1583941139,1583878519,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6237
6239,"(104, 'Gypsy Spellweaver')",2,1583886976.0,1583886976,1583882337,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6239
6238,"(294, 'David White')",3,,1583878821,1583878821,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6238
6235,"(8562, 'kaya3')",5,,1583877024,1583877024,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6235
6233,"(1293, 'Buffy')",3,,1583847766,1583847766,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6233
6230,"(4424, 'Bass')",0,,1583791636,1583791636,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6230
6209,"(8935, 'scivix')",3,1583783510.0,1583791636,1582629961,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6209
6229,"(8562, 'kaya3')",1,1583704541.0,1583704541,1583704211,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6229
6228,"(8968, 'Jerry Kuntz')",0,,1583690789,1583690789,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6228
6227,"(8962, 'robertdrost')",2,1583527734.0,1583527734,1583527458,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6227
6226,"(283, 'Ellen Spertus')",2,,1583525971,1583525971,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6226
6225,"(8675, 'Stefan Skoglund')",2,1583361545.0,1583361545,1583330533,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6225
6204,"(1873, 'Erel Segal-Halevi')",5,1583275670.0,1583361545,1582483880,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6204
6224,"(5109, 'igordsm')",2,,1583257900,1583257900,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6224
6222,"(8562, 'kaya3')",3,1583155525.0,1583155525,1583086771,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6222
6223,"(27, 'Ben I.')",1,,1583152382,1583152382,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6223
6220,"(6562, 'Ben Cottrell')",1,1582932525.0,1582932525,1582932222,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6220
6217,"(8931, 'user3780968')",2,,1582681055,1582681055,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6217
6216,"(8929, 'puppetsock')",2,,1582665831,1582665831,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6216
6202,"(27, 'Ben I.')",4,,1582665831,1582323265,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6202
6215,"(8929, 'puppetsock')",3,,1582664958,1582664958,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6215
6213,"(27, 'Ben I.')",5,,1582650151,1582650151,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6213
6212,"(8928, 'Jeff')",2,,1582645320,1582645320,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6212
6210,"(8103, 'user2768')",7,,1582636409,1582636409,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6210
6207,"(8562, 'kaya3')",5,1582582337.0,1582582337,1582564239,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6207
6208,"(5963, 'Solomon Ucko')",2,,1582579919,1582579919,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6208
6206,"(1293, 'Buffy')",3,1582554672.0,1582554672,1582552898,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6206
6205,"(21, 'ncmathsadist')",3,,1582498976,1582498976,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6205
6203,"(1293, 'Buffy')",4,1582329410.0,1582329410,1582325797,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6203
6201,"(27, 'Ben I.')",4,,1582204890,1582204890,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6201
6339,"(1873, 'Erel Segal-Halevi')",3,,1639780874,1589526418,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6339
6320,"(9107, 'gatorback')",7,1626406532.0,1626406532,1588613730,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6320
6321,"(1293, 'Buffy')",6,1625500941.0,1625500941,1588620281,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6321
6379,"(9157, 'lfalin')",5,1625499701.0,1625499701,1591561612,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6379
6356,"(8137, 'Daniel R. Collins')",4,1612814965.0,1612814965,1590372756,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6356
6390,"(9238, 'Joshua Segal')",3,1592526833.0,1595253750,1592494214,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6390
6377,"(9217, 'Aether')",2,,1593874606,1591499041,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6377
6398,"(9244, 'haley')",2,,1592756733,1592756733,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6398
6396,"(58, 'thesecretmaster')",1,,1592659991,1592659991,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6396
6395,"(1293, 'Buffy')",0,,1592596022,1592596022,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6395
6394,"(2164, 'Flater')",0,1592578947.0,1592578947,1592577811,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6394
6393,"(9208, 'Chris Bohn')",1,,1592571728,1592571728,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6393
6374,"(9207, 'Loizos Vasileiou')",4,1591480894.0,1592571728,1591205471,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6374
6392,"(9208, 'Chris Bohn')",1,,1592571012,1592571012,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6392
6391,"(1292, 'Uncle Long Hair')",2,,1592496902,1592496902,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6391
6381,"(4161, 'Lila')",2,1592240829.0,1592240829,1591578143,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6381
6388,"(9124, 'Abhishek Ghosh')",1,,1592161014,1592161014,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6388
6387,"(9157, 'lfalin')",5,1592054615.0,1592054615,1592016916,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6387
6386,"(9124, 'Abhishek Ghosh')",4,,1592054615,1591981216,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6386
6385,"(9157, 'lfalin')",0,,1591887591,1591887591,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6385
6384,"(9157, 'lfalin')",1,,1591832098,1591832098,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6384
6383,"(9157, 'lfalin')",1,,1591714118,1591714118,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6383
6375,"(9207, 'Loizos Vasileiou')",2,1591657578.0,1591657578,1591291999,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6375
6382,"(9157, 'lfalin')",3,,1591625065,1591625065,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6382
6380,"(283, 'Ellen Spertus')",1,,1591569415,1591569415,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6380
6378,"(27, 'Ben I.')",0,,1591553068,1591553068,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6378
6373,"(9157, 'lfalin')",2,,1591382905,1591382905,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6373
6327,"(9125, 'Ran Mouri')",4,1589833872.0,1591382905,1589056103,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6327
6372,"(9157, 'lfalin')",1,,1591382796,1591382796,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6372
6371,"(9157, 'lfalin')",2,,1591381893,1591381893,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6371
6366,"(6410, 'Drimades Boy')",1,,1591381893,1590842549,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6366
6370,"(9213, 'Dr. Harshad Chirutkar')",4,,1591372814,1591372814,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6370
6368,"(9207, 'Loizos Vasileiou')",6,1591357792.0,1591372814,1591272887,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6368
6376,"(9212, 'workerjoe')",6,,1591366544,1591366544,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6376
6369,"(1293, 'Buffy')",14,1591294751.0,1591294751,1591276480,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6369
6354,"(1675, 'Peter - Reinstate Monica')",5,1591262427.0,1591262427,1590259972,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6354
6347,"(1979, 'littleO')",26,,1591262427,1590143868,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6347
6367,"(27, 'Ben I.')",1,,1590872817,1590872817,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6367
6365,"(3799, 'Erik Eidt')",1,1590767306.0,1590767306,1590765670,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6365
6362,"(5349, 'Scott Rowe')",1,,1590615380,1590615380,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6362
6360,"(6410, 'Drimades Boy')",1,1590606614.0,1590606614,1590580356,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6360
6361,"(27, 'Ben I.')",2,,1590598041,1590598041,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6361
6359,"(9182, 'JRE')",2,1590421902.0,1590421902,1590414233,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6359
6355,"(8137, 'Daniel R. Collins')",3,1590415597.0,1590415597,1590372331,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6355
6358,"(9181, 'ApplePie')",0,,1590407058,1590407058,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6358
6338,"(204, 'ctrl-alt-delor')",1,1590402849.0,1590402849,1589458722,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6338
6357,"(2273, 'Andrew Lentvorski')",1,,1590373391,1590373391,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6357
6331,"(9134, 'UnbreakableMystic')",0,1589395173.0,1590373391,1589344773,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6331
6353,"(9165, 'PhilipRoman')",2,,1590217621,1590217621,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6353
6352,"(204, 'ctrl-alt-delor')",1,,1590187976,1590187976,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6352
6351,"(2087, 'JimmyJames')",13,,1590178238,1590178238,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6351
6350,"(9158, 'Roger Stringer')",6,,1590177593,1590177593,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6350
6349,"(9157, 'lfalin')",11,,1590175939,1590175939,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6349
6348,"(2164, 'Flater')",7,,1590146537,1590146537,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6348
6344,"(8184, 'MrHug')",3,,1589874270,1589874270,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6344
6343,"(919, 'Auden Young')",2,,1589675842,1589675842,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6343
6342,"(27, 'Ben I.')",6,,1589674764,1589674764,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6342
6341,"(1293, 'Buffy')",1,,1589633005,1589633005,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6341
6333,"(9136, 'ColeDassWest')",1,1589458027.0,1589458027,1589410292,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6333
6337,"(27, 'Ben I.')",4,,1589419666,1589419666,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6337
6332,"(6410, 'Drimades Boy')",0,1589418676.0,1589418676,1589369915,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6332
6336,"(9251, 'Ian Sudbery')",5,,1589410151,1589410151,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6336
6330,"(9131, 'ShAr')",2,,1589270308,1589270308,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6330
6329,"(1293, 'Buffy')",1,1589200016.0,1589200016,1589197235,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6329
6328,"(9129, 'guest')",2,1589199909.0,1589200016,1589195504,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6328
6324,"(8132, 'Sarah')",3,,1588724603,1588724603,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6324
6323,"(5196, 'danidemi')",1,,1588628800,1588628800,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6323
6322,"(5196, 'danidemi')",1,,1588624549,1588624549,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6322
6318,"(9097, 'Antares')",2,1588485252.0,1588485252,1588433720,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6318
6308,"(1401, 'candied_orange')",3,1588449505.0,1588449505,1587730145,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6308
6317,"(5196, 'danidemi')",3,,1588295348,1588295348,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6317
6316,"(2485, 'philipxy')",-1,,1588202868,1588202868,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6316
6315,"(2273, 'Andrew Lentvorski')",2,,1588133978,1588133978,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6315
6314,"(9086, 'Suraaj K S')",1,1588082895.0,1588082895,1588075750,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6314
6311,"(9075, 'Steve')",3,,1587826508,1587826508,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6311
6310,"(1293, 'Buffy')",3,,1587761614,1587761614,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6310
6309,"(27, 'Ben I.')",2,,1587760036,1587760036,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6309
6307,"(9071, 'anger')",1,,1587728774,1587728774,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6307
6306,"(104, 'Gypsy Spellweaver')",3,,1587702682,1587702682,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6306
6305,"(2492, 'paw88789')",-1,,1587671755,1587671755,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6305
6303,"(1293, 'Buffy')",1,1592469417.0,1587656552,1587638561,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6303
6304,"(27, 'Ben I.')",2,,1587649648,1587649648,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6304
6429,"(6387, 'paus')",3,1594808169.0,1627287015,1594807198,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6429
6470,"(8455, 'Brian Spiering')",3,1597777088.0,1622630626,1597684599,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6470
6449,"(9347, 'Kam Eissawy')",4,,1621746305,1596225459,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6449
6438,"(9318, 'Billy Vejo')",3,1618152889.0,1618152889,1595456012,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6438
6485,"(695, 'TooManyCooks')",3,1618147949.0,1618147949,1598103426,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6485
6466,"(786, 'M. Braden')",0,,1611961510,1597252033,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6466
6436,"(9322, 'Marwi')",1,1598790700.0,1611752855,1595413771,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6436
6454,"(6121, 'Nicolas FRANCOIS')",1,1596974578.0,1606687814,1596671414,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6454
6486,"(27, 'Ben I.')",5,1600744412.0,1600744412,1598103530,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6486
6492,"(2706, 'srattigan')",2,1599212893.0,1599212893,1598537929,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6492
6462,"(9368, 'Milla')",5,,1599212893,1597088911,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6462
6495,"(9246, 'composerMike')",26,1598858694.0,1599019884,1598747239,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6495
6482,"(283, 'Ellen Spertus')",5,,1598993371,1597884072,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6482
6496,"(27, 'Ben I.')",36,1598962638.0,1598962638,1598758240,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6496
6493,"(27, 'Ben I.')",3,,1598860636,1598626484,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6493
6499,"(7971, 'nick012000')",3,,1598800674,1598800674,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6499
6498,"(2122, 'ThisClark')",7,,1598795714,1598795714,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6498
6497,"(9368, 'Milla')",3,,1598781484,1598781484,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6497
6494,"(2706, 'srattigan')",3,1598729154.0,1598729154,1598727486,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6494
6491,"(27, 'Ben I.')",2,,1598451609,1598451609,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6491
6488,"(27, 'Ben I.')",1,,1598134933,1598134933,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6488
6478,"(283, 'Ellen Spertus')",1,,1598134933,1597854749,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6478
6487,"(695, 'TooManyCooks')",4,,1598109106,1598109106,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6487
6484,"(6113, 'RoboticForest')",1,,1598068521,1598068521,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6484
6481,"(9405, 'a.t.')",2,,1597857881,1597857881,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6481
6471,"(433, 'Levon')",9,1597797253.0,1597857881,1597691377,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6471
6477,"(9403, 'David Lovell')",5,,1597839817,1597839817,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6477
6440,"(9335, 'Ella Sharakanski')",2,1595871433.0,1597839817,1595870612,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6440
6473,"(694, 'Brian Tompsett - 汤莱恩')",3,1597824618.0,1597824618,1597696327,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6473
6476,"(9400, 'Murrrrrr')",2,,1597804171,1597804171,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6476
6475,"(5349, 'Scott Rowe')",5,1597755853.0,1597755853,1597755442,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6475
6474,"(2152, 'DarcyThomas')",14,,1597743203,1597743203,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6474
6472,"(27, 'Ben I.')",7,1597699256.0,1597699256,1597692430,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6472
6469,"(4301, 'Fritz Sieker')",4,1597589707.0,1597589707,1597442527,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6469
6468,"(9075, 'Steve')",6,,1597412146,1597412146,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6468
6463,"(1293, 'Buffy')",2,1597184173.0,1597184173,1597090723,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6463
6465,"(9370, 'bricoboy')",1,,1597174713,1597174713,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6465
6464,"(9370, 'bricoboy')",0,,1597173450,1597173450,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6464
6459,"(9368, 'Milla')",0,1597003244.0,1597003244,1597002799,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6459
6458,"(2476, 'Garth Flint')",1,,1596895799,1596895799,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6458
6457,"(694, 'Brian Tompsett - 汤莱恩')",4,,1596784312,1596784312,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6457
6456,"(9124, 'Abhishek Ghosh')",2,,1596784312,1596723781,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6456
6455,"(1536, 'Yuval Filmus')",3,,1596709080,1596709080,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6455
6428,"(9305, 'mathlearner')",3,,1596709080,1594753720,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6428
6453,"(9359, 'falxconua')",1,,1596623470,1596623470,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6453
6452,"(27, 'Ben I.')",2,,1596486234,1596486234,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6452
6451,"(192, 'Bryan R')",5,,1596485657,1596485657,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6451
6402,"(6387, 'paus')",3,1593683534.0,1596276380,1593176056,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6402
6450,"(4301, 'Fritz Sieker')",1,1596234107.0,1596234107,1596225875,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6450
6445,"(9343, 'TechnoSam')",2,,1596234107,1596162341,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6445
6448,"(204, 'ctrl-alt-delor')",0,,1596214288,1596214288,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6448
6447,"(204, 'ctrl-alt-delor')",3,,1596213114,1596213114,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6447
6446,"(1293, 'Buffy')",0,,1596209857,1596209857,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6446
6444,"(8747, 'Gianluca Della Vedova')",5,,1596114842,1596114842,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6444
6443,"(694, 'Brian Tompsett - 汤莱恩')",4,,1596013306,1596013306,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6443
6426,"(9125, 'Ran Mouri')",2,1594325285.0,1596013306,1594311929,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6426
6442,"(694, 'Brian Tompsett - 汤莱恩')",4,,1596012618,1596012618,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6442
6441,"(27, 'Ben I.')",1,,1595908764,1595908764,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6441
6437,"(27, 'Ben I.')",1,,1595424724,1595424724,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6437
6435,"(3966, 'Ralf Kleberhoff')",1,,1595252536,1595252536,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6435
6434,"(9317, 'Moha Darkness')",1,,1595244749,1595244749,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6434
6433,"(9124, 'Abhishek Ghosh')",1,,1595006251,1595006251,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6433
6432,"(204, 'ctrl-alt-delor')",7,,1594936677,1594936677,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6432
6431,"(9311, 'ljrk')",4,1594935977.0,1594936677,1594917919,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6431
6430,"(1293, 'Buffy')",4,,1594897995,1594897995,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6430
6427,"(8356, 'mercury0114')",0,,1594555252,1594555252,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6427
6424,"(1293, 'Buffy')",3,,1594247257,1594247257,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6424
6423,"(1532, 'Tim')",2,,1594247257,1594244275,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6423
6422,"(9124, 'Abhishek Ghosh')",4,,1594159888,1594159888,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6422
6421,"(9286, 'displayName')",2,,1594052564,1594052564,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6421
6417,"(9124, 'Abhishek Ghosh')",3,,1594052564,1593976578,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6417
6420,"(27, 'Ben I.')",5,,1594039852,1594039852,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6420
6419,"(945, 'J&#246;rg W Mittag')",8,1594029676.0,1594029676,1594024107,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6419
6418,"(1293, 'Buffy')",5,,1593978567,1593978567,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6418
6416,"(9213, 'Dr. Harshad Chirutkar')",1,,1593874606,1593874606,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6416
6415,"(9279, 'Enamul Hassan')",0,,1593797120,1593797120,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6415
6413,"(9157, 'lfalin')",1,,1593701106,1593701106,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6413
6408,"(9217, 'Aether')",1,,1593701106,1593435146,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6408
6404,"(8837, 'Rusi')",4,1593680811.0,1593680811,1593244731,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6404
6401,"(9263, 'Gherman')",5,1593639378.0,1593680811,1593015996,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6401
6411,"(5349, 'Scott Rowe')",1,,1593651240,1593651240,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6411
6410,"(8137, 'Daniel R. Collins')",3,1593604258.0,1593604258,1593590080,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6410
6406,"(9124, 'Abhishek Ghosh')",2,1593410214.0,1593604258,1593381401,question,CC BY-SA 4.0,https://cseducators.stackexchange.com/q/6406
6409,"(27, 'Ben I.')",2,1593557070.0,1593557070,1593535654,answer,CC BY-SA 4.0,https://cseducators.stackexchange.com/a/6409
